,2023-11-12,2023-11-11,2023-11-10,2023-10-20,2023-10-21,2023-10-22,2023-10-23,2023-10-24,2023-10-25,2023-10-26,2023-10-27,2023-10-28,2023-10-29,2023-10-30,2023-10-31,2023-11-06,2023-11-08,2023-11-09,2023-11-01,2023-11-02,2023-11-03,2023-11-04,2023-11-05,2023-11-07
AED,3.926294,,,,,,,,,,,,,,,,,,,,,,,
AFN,78.300162,,,,,,,,,,,,,,,,,,,,,,,
ALL,104.197374,,,,,,,,,,,,,,,,,,,,,,,
AMD,428.860232,,,,,,,,,,,,,,,,,,,,,,,
ANG,1.919646,,,,,,,,,,,,,,,,,,,,,,,
AOA,888.843422,,,,,,,,,,,,,,,,,,,,,,,
ARS,373.665964,,,,,,,,,,,,,,,,,,,,,,,
AUD,1.679616,,,,,,,,,,,,,,,,,,,,,,,
AWG,1.926797,,,,,,,,,,,,,,,,,,,,,,,
AZN,1.822533,,,,,,,,,,,,,,,,,,,,,,,
BAM,1.95107,,,,,,,,,,,,,,,,,,,,,,,
BBD,2.150586,,,,,,,,,,,,,,,,,,,,,,,
BDT,117.425303,,,,,,,,,,,,,,,,,,,,,,,
BGN,1.95107,,,,,,,,,,,,,,,,,,,,,,,
BHD,0.401527,,,,,,,,,,,,,,,,,,,,,,,
BIF,3026.16309,,,,,,,,,,,,,,,,,,,,,,,
BMD,1.068958,,,,,,,,,,,,,,,,,,,,,,,
BND,1.448887,,,,,,,,,,,,,,,,,,,,,,,
BOB,7.360155,,,,,,,,,,,,,,,,,,,,,,,
BRL,5.255757,,,,,,,,,,,,,,,,,,,,,,,
BSD,1.065118,,,,,,,,,,,,,,,,,,,,,,,
BTC,2.8847866e-05,,,,,,,,,,,,,,,,,,,,,,,
BTN,88.720099,,,,,,,,,,,,,,,,,,,,,,,
BWP,14.520794,,,,,,,,,,,,,,,,,,,,,,,
BYN,3.509092,,,,,,,,,,,,,,,,,,,,,,,
BYR,20951.583045,,,,,,,,,,,,,,,,,,,,,,,
BZD,2.146995,,,,,,,,,,,,,,,,,,,,,,,
CAD,1.475114,,,,,,,,,,,,,,,,,,,,,,,
CDF,2827.394988,,,,,,,,,,,,,,,,,,,,,,,
CHF,0.964243,,,,,,,,,,,,,,,,,,,,,,,
CLF,0.035436,,,,,,,,,,,,,,,,,,,,,,,
CLP,977.779381,,,,,,,,,,,,,,,,,,,,,,,
CNY,7.687732,,,,,,,,,,,,,,,,,,,,,,,
COP,4306.459023,,,,,,,,,,,,,,,,,,,,,,,
CRC,565.528879,,,,,,,,,,,,,,,,,,,,,,,
CUC,1.068958,,,,,,,,,,,,,,,,,,,,,,,
CUP,28.327395,,,,,,,,,,,,,,,,,,,,,,,
CVE,109.99831,,,,,,,,,,,,,,,,,,,,,,,
CZK,24.544564,,,,,,,,,,,,,,,,,,,,,,,
DJF,189.640219,,,,,,,,,,,,,,,,,,,,,,,
DKK,7.457919,,,,,,,,,,,,,,,,,,,,,,,
DOP,60.563165,,,,,,,,,,,,,,,,,,,,,,,
DZD,143.883927,,,,,,,,,,,,,,,,,,,,,,,
EGP,32.991385,,,,,,,,,,,,,,,,,,,,,,,
ERN,16.034375,,,,,,,,,,,,,,,,,,,,,,,
ETB,59.550321,,,,,,,,,,,,,,,,,,,,,,,
EUR,1.0,,,,,,,,,,,,,,,,,,,,,,,
FJD,2.435089,,,,,,,,,,,,,,,,,,,,,,,
FKP,0.874557,,,,,,,,,,,,,,,,,,,,,,,
GBP,0.874221,,,,,,,,,,,,,,,,,,,,,,,
GEL,2.880828,,,,,,,,,,,,,,,,,,,,,,,
GGP,0.874557,,,,,,,,,,,,,,,,,,,,,,,
GHS,12.717167,,,,,,,,,,,,,,,,,,,,,,,
GIP,0.874557,,,,,,,,,,,,,,,,,,,,,,,
GMD,71.914165,,,,,,,,,,,,,,,,,,,,,,,
GNF,9150.813921,,,,,,,,,,,,,,,,,,,,,,,
GTQ,8.334792,,,,,,,,,,,,,,,,,,,,,,,
GYD,222.839727,,,,,,,,,,,,,,,,,,,,,,,
HKD,8.350007,,,,,,,,,,,,,,,,,,,,,,,
HNL,26.311209,,,,,,,,,,,,,,,,,,,,,,,
HRK,7.663316,,,,,,,,,,,,,,,,,,,,,,,
HTG,141.317377,,,,,,,,,,,,,,,,,,,,,,,
HUF,377.149795,,,,,,,,,,,,,,,,,,,,,,,
IDR,16776.2853,,,,,,,,,,,,,,,,,,,,,,,
ILS,4.140086,,,,,,,,,,,,,,,,,,,,,,,
IMP,0.874557,,,,,,,,,,,,,,,,,,,,,,,
INR,89.043319,,,,,,,,,,,,,,,,,,,,,,,
IQD,1395.317064,,,,,,,,,,,,,,,,,,,,,,,
IRR,45176.8528,,,,,,,,,,,,,,,,,,,,,,,
ISK,151.952163,,,,,,,,,,,,,,,,,,,,,,,
JEP,0.874557,,,,,,,,,,,,,,,,,,,,,,,
JMD,166.067371,,,,,,,,,,,,,,,,,,,,,,,
JOD,0.758215,,,,,,,,,,,,,,,,,,,,,,,
JPY,161.918855,,,,,,,,,,,,,,,,,,,,,,,
KES,162.216707,,,,,,,,,,,,,,,,,,,,,,,
KGS,95.479425,,,,,,,,,,,,,,,,,,,,,,,
KHR,4391.353197,,,,,,,,,,,,,,,,,,,,,,,
KMF,493.325911,,,,,,,,,,,,,,,,,,,,,,,
KPW,962.055268,,,,,,,,,,,,,,,,,,,,,,,
KRW,1411.20695,,,,,,,,,,,,,,,,,,,,,,,
KWD,0.33003,,,,,,,,,,,,,,,,,,,,,,,
KYD,0.887648,,,,,,,,,,,,,,,,,,,,,,,
KZT,497.872911,,,,,,,,,,,,,,,,,,,,,,,
LAK,22106.403192,,,,,,,,,,,,,,,,,,,,,,,
LBP,16008.687059,,,,,,,,,,,,,,,,,,,,,,,
LKR,348.84423,,,,,,,,,,,,,,,,,,,,,,,
LRD,200.590097,,,,,,,,,,,,,,,,,,,,,,,
LSL,19.967665,,,,,,,,,,,,,,,,,,,,,,,
LTL,3.156356,,,,,,,,,,,,,,,,,,,,,,,
LVL,0.646602,,,,,,,,,,,,,,,,,,,,,,,
LYD,5.186426,,,,,,,,,,,,,,,,,,,,,,,
MAD,10.906956,,,,,,,,,,,,,,,,,,,,,,,
MDL,19.065775,,,,,,,,,,,,,,,,,,,,,,,
MGA,4831.286582,,,,,,,,,,,,,,,,,,,,,,,
MKD,61.460988,,,,,,,,,,,,,,,,,,,,,,,
MMK,2236.776951,,,,,,,,,,,,,,,,,,,,,,,
MNT,3683.779505,,,,,,,,,,,,,,,,,,,,,,,
MOP,8.567029,,,,,,,,,,,,,,,,,,,,,,,
MRO,381.617936,,,,,,,,,,,,,,,,,,,,,,,
MUR,47.269384,,,,,,,,,,,,,,,,,,,,,,,
MVR,16.376347,,,,,,,,,,,,,,,,,,,,,,,
MWK,1792.952999,,,,,,,,,,,,,,,,,,,,,,,
MXN,18.880973,,,,,,,,,,,,,,,,,,,,,,,
MYR,5.016087,,,,,,,,,,,,,,,,,,,,,,,
MZN,67.61156,,,,,,,,,,,,,,,,,,,,,,,
NAD,19.946429,,,,,,,,,,,,,,,,,,,,,,,
NGN,860.511646,,,,,,,,,,,,,,,,,,,,,,,
NIO,38.98548,,,,,,,,,,,,,,,,,,,,,,,
NOK,11.87138,,,,,,,,,,,,,,,,,,,,,,,
NPR,141.951839,,,,,,,,,,,,,,,,,,,,,,,
NZD,1.81376,,,,,,,,,,,,,,,,,,,,,,,
OMR,0.411507,,,,,,,,,,,,,,,,,,,,,,,
PAB,1.065118,,,,,,,,,,,,,,,,,,,,,,,
PEN,4.048983,,,,,,,,,,,,,,,,,,,,,,,
PGK,3.956408,,,,,,,,,,,,,,,,,,,,,,,
PHP,59.776684,,,,,,,,,,,,,,,,,,,,,,,
PKR,301.534931,,,,,,,,,,,,,,,,,,,,,,,
PLN,4.427517,,,,,,,,,,,,,,,,,,,,,,,
PYG,7928.776741,,,,,,,,,,,,,,,,,,,,,,,
QAR,3.89181,,,,,,,,,,,,,,,,,,,,,,,
RON,4.981164,,,,,,,,,,,,,,,,,,,,,,,
RSD,116.886609,,,,,,,,,,,,,,,,,,,,,,,
RUB,98.536157,,,,,,,,,,,,,,,,,,,,,,,
RWF,1309.624824,,,,,,,,,,,,,,,,,,,,,,,
SAR,4.009673,,,,,,,,,,,,,,,,,,,,,,,
SBD,8.949175,,,,,,,,,,,,,,,,,,,,,,,
SCR,14.192581,,,,,,,,,,,,,,,,,,,,,,,
SDG,640.844972,,,,,,,,,,,,,,,,,,,,,,,
SEK,11.641517,,,,,,,,,,,,,,,,,,,,,,,
SGD,1.453893,,,,,,,,,,,,,,,,,,,,,,,
SHP,1.300655,,,,,,,,,,,,,,,,,,,,,,,
SLE,23.60784,,,,,,,,,,,,,,,,,,,,,,,
SLL,21111.927261,,,,,,,,,,,,,,,,,,,,,,,
SOS,610.375207,,,,,,,,,,,,,,,,,,,,,,,
SRD,40.573918,,,,,,,,,,,,,,,,,,,,,,,
STD,22125.278977,,,,,,,,,,,,,,,,,,,,,,,
SYP,13898.441202,,,,,,,,,,,,,,,,,,,,,,,
SZL,19.95861,,,,,,,,,,,,,,,,,,,,,,,
THB,38.578167,,,,,,,,,,,,,,,,,,,,,,,
TJS,11.684371,,,,,,,,,,,,,,,,,,,,,,,
TMT,3.752044,,,,,,,,,,,,,,,,,,,,,,,
TND,3.375752,,,,,,,,,,,,,,,,,,,,,,,
TOP,2.557807,,,,,,,,,,,,,,,,,,,,,,,
TRY,30.524329,,,,,,,,,,,,,,,,,,,,,,,
TTD,7.235458,,,,,,,,,,,,,,,,,,,,,,,
TWD,34.592346,,,,,,,,,,,,,,,,,,,,,,,
TZS,2662.843955,,,,,,,,,,,,,,,,,,,,,,,
UAH,38.458757,,,,,,,,,,,,,,,,,,,,,,,
UGX,4015.26502,,,,,,,,,,,,,,,,,,,,,,,
USD,1.068958,,,,,,,,,,,,,,,,,,,,,,,
UYU,42.556821,,,,,,,,,,,,,,,,,,,,,,,
UZS,13069.313548,,,,,,,,,,,,,,,,,,,,,,,
VEF,3768384.990956,,,,,,,,,,,,,,,,,,,,,,,
VES,37.629236,,,,,,,,,,,,,,,,,,,,,,,
VND,26002.4111,,,,,,,,,,,,,,,,,,,,,,,
VUV,129.900583,,,,,,,,,,,,,,,,,,,,,,,
WST,2.986738,,,,,,,,,,,,,,,,,,,,,,,
XAF,654.370484,,,,,,,,,,,,,,,,,,,,,,,
XAG,0.047914,,,,,,,,,,,,,,,,,,,,,,,
XAU,0.000551,,,,,,,,,,,,,,,,,,,,,,,
XCD,2.888913,,,,,,,,,,,,,,,,,,,,,,,
XDR,0.810236,,,,,,,,,,,,,,,,,,,,,,,
XOF,654.370484,,,,,,,,,,,,,,,,,,,,,,,
XPF,120.098037,,,,,,,,,,,,,,,,,,,,,,,
YER,267.561292,,,,,,,,,,,,,,,,,,,,,,,
ZAR,20.046528,,,,,,,,,,,,,,,,,,,,,,,
ZMK,9621.906894,,,,,,,,,,,,,,,,,,,,,,,
ZMW,24.311058,,,,,,,,,,,,,,,,,,,,,,,
ZWL,344.204142,,,,,,,,,,,,,,,,,,,,,,,
AED,,3.935525,,,,,,,,,,,,,,,,,,,,,,
AFN,,78.483563,,,,,,,,,,,,,,,,,,,,,,
ALL,,104.441434,,,,,,,,,,,,,,,,,,,,,,
AMD,,429.864745,,,,,,,,,,,,,,,,,,,,,,
ANG,,1.924142,,,,,,,,,,,,,,,,,,,,,,
AOA,,890.925022,,,,,,,,,,,,,,,,,,,,,,
ARS,,373.637656,,,,,,,,,,,,,,,,,,,,,,
AUD,,1.68445,,,,,,,,,,,,,,,,,,,,,,
AWG,,1.93131,,,,,,,,,,,,,,,,,,,,,,
AZN,,1.825739,,,,,,,,,,,,,,,,,,,,,,
BAM,,1.95564,,,,,,,,,,,,,,,,,,,,,,
BBD,,2.155623,,,,,,,,,,,,,,,,,,,,,,
BDT,,117.700347,,,,,,,,,,,,,,,,,,,,,,
BGN,,1.95564,,,,,,,,,,,,,,,,,,,,,,
BHD,,0.402467,,,,,,,,,,,,,,,,,,,,,,
BIF,,3033.251231,,,,,,,,,,,,,,,,,,,,,,
BMD,,1.071462,,,,,,,,,,,,,,,,,,,,,,
BND,,1.452281,,,,,,,,,,,,,,,,,,,,,,
BOB,,7.377395,,,,,,,,,,,,,,,,,,,,,,
BRL,,5.268068,,,,,,,,,,,,,,,,,,,,,,
BSD,,1.067612,,,,,,,,,,,,,,,,,,,,,,
BTC,,2.8935811e-05,,,,,,,,,,,,,,,,,,,,,,
BTN,,88.927907,,,,,,,,,,,,,,,,,,,,,,
BWP,,14.554806,,,,,,,,,,,,,,,,,,,,,,
BYN,,3.517312,,,,,,,,,,,,,,,,,,,,,,
BYR,,21000.65765,,,,,,,,,,,,,,,,,,,,,,
BZD,,2.152024,,,,,,,,,,,,,,,,,,,,,,
CAD,,1.478565,,,,,,,,,,,,,,,,,,,,,,
CDF,,2834.017708,,,,,,,,,,,,,,,,,,,,,,
CHF,,0.96741,,,,,,,,,,,,,,,,,,,,,,
CLF,,0.035519,,,,,,,,,,,,,,,,,,,,,,
CLP,,980.06962,,,,,,,,,,,,,,,,,,,,,,
CNY,,7.809999,,,,,,,,,,,,,,,,,,,,,,
COP,,4316.545982,,,,,,,,,,,,,,,,,,,,,,
CRC,,566.85351,,,,,,,,,,,,,,,,,,,,,,
CUC,,1.071462,,,,,,,,,,,,,,,,,,,,,,
CUP,,28.393746,,,,,,,,,,,,,,,,,,,,,,
CVE,,110.255957,,,,,,,,,,,,,,,,,,,,,,
CZK,,24.598096,,,,,,,,,,,,,,,,,,,,,,
DJF,,190.08441,,,,,,,,,,,,,,,,,,,,,,
DKK,,7.477524,,,,,,,,,,,,,,,,,,,,,,
DOP,,60.705021,,,,,,,,,,,,,,,,,,,,,,
DZD,,144.103581,,,,,,,,,,,,,,,,,,,,,,
EGP,,32.989194,,,,,,,,,,,,,,,,,,,,,,
ERN,,16.071932,,,,,,,,,,,,,,,,,,,,,,
ETB,,59.689805,,,,,,,,,,,,,,,,,,,,,,
EUR,,1.0,,,,,,,,,,,,,,,,,,,,,,
FJD,,2.440834,,,,,,,,,,,,,,,,,,,,,,
FKP,,0.87804,,,,,,,,,,,,,,,,,,,,,,
GBP,,0.876595,,,,,,,,,,,,,,,,,,,,,,
GEL,,2.887633,,,,,,,,,,,,,,,,,,,,,,
GGP,,0.87804,,,,,,,,,,,,,,,,,,,,,,
GHS,,12.746955,,,,,,,,,,,,,,,,,,,,,,
GIP,,0.87804,,,,,,,,,,,,,,,,,,,,,,
GMD,,72.082657,,,,,,,,,,,,,,,,,,,,,,
GNF,,9172.247746,,,,,,,,,,,,,,,,,,,,,,
GTQ,,8.354315,,,,,,,,,,,,,,,,,,,,,,
GYD,,223.361681,,,,,,,,,,,,,,,,,,,,,,
HKD,,8.367209,,,,,,,,,,,,,,,,,,,,,,
HNL,,26.372837,,,,,,,,,,,,,,,,,,,,,,
HRK,,7.681266,,,,,,,,,,,,,,,,,,,,,,
HTG,,141.648383,,,,,,,,,,,,,,,,,,,,,,
HUF,,378.365836,,,,,,,,,,,,,,,,,,,,,,
IDR,,16815.580163,,,,,,,,,,,,,,,,,,,,,,
ILS,,4.149002,,,,,,,,,,,,,,,,,,,,,,
IMP,,0.87804,,,,,,,,,,,,,,,,,,,,,,
INR,,89.251885,,,,,,,,,,,,,,,,,,,,,,
IQD,,1398.585296,,,,,,,,,,,,,,,,,,,,,,
IRR,,45282.67215,,,,,,,,,,,,,,,,,,,,,,
ISK,,152.308755,,,,,,,,,,,,,,,,,,,,,,
JEP,,0.87804,,,,,,,,,,,,,,,,,,,,,,
JMD,,166.456348,,,,,,,,,,,,,,,,,,,,,,
JOD,,0.759992,,,,,,,,,,,,,,,,,,,,,,
JPY,,162.353341,,,,,,,,,,,,,,,,,,,,,,
KES,,162.596665,,,,,,,,,,,,,,,,,,,,,,
KGS,,95.703409,,,,,,,,,,,,,,,,,,,,,,
KHR,,4401.639004,,,,,,,,,,,,,,,,,,,,,,
KMF,,494.483838,,,,,,,,,,,,,,,,,,,,,,
KPW,,964.319398,,,,,,,,,,,,,,,,,,,,,,
KRW,,1414.512565,,,,,,,,,,,,,,,,,,,,,,
KWD,,0.330804,,,,,,,,,,,,,,,,,,,,,,
KYD,,0.889727,,,,,,,,,,,,,,,,,,,,,,
KZT,,499.039072,,,,,,,,,,,,,,,,,,,,,,
LAK,,22158.182717,,,,,,,,,,,,,,,,,,,,,,
LBP,,16046.183987,,,,,,,,,,,,,,,,,,,,,,
LKR,,349.661323,,,,,,,,,,,,,,,,,,,,,,
LRD,,201.060277,,,,,,,,,,,,,,,,,,,,,,
LSL,,20.015321,,,,,,,,,,,,,,,,,,,,,,
LTL,,3.16375,,,,,,,,,,,,,,,,,,,,,,
LVL,,0.648117,,,,,,,,,,,,,,,,,,,,,,
LYD,,5.198574,,,,,,,,,,,,,,,,,,,,,,
MAD,,10.932503,,,,,,,,,,,,,,,,,,,,,,
MDL,,19.110433,,,,,,,,,,,,,,,,,,,,,,
MGA,,4842.602838,,,,,,,,,,,,,,,,,,,,,,
MKD,,61.609947,,,,,,,,,,,,,,,,,,,,,,
MMK,,2242.016123,,,,,,,,,,,,,,,,,,,,,,
MNT,,3693.801592,,,,,,,,,,,,,,,,,,,,,,
MOP,,8.587096,,,,,,,,,,,,,,,,,,,,,,
MRO,,382.511794,,,,,,,,,,,,,,,,,,,,,,
MUR,,47.372215,,,,,,,,,,,,,,,,,,,,,,
MVR,,16.415205,,,,,,,,,,,,,,,,,,,,,,
MWK,,1797.152608,,,,,,,,,,,,,,,,,,,,,,
MXN,,18.907561,,,,,,,,,,,,,,,,,,,,,,
MYR,,5.02784,,,,,,,,,,,,,,,,,,,,,,
MZN,,67.769926,,,,,,,,,,,,,,,,,,,,,,
NAD,,19.993887,,,,,,,,,,,,,,,,,,,,,,
NGN,,862.527379,,,,,,,,,,,,,,,,,,,,,,
NIO,,39.076795,,,,,,,,,,,,,,,,,,,,,,
NOK,,11.836769,,,,,,,,,,,,,,,,,,,,,,
NPR,,142.284331,,,,,,,,,,,,,,,,,,,,,,
NZD,,1.820048,,,,,,,,,,,,,,,,,,,,,,
OMR,,0.410966,,,,,,,,,,,,,,,,,,,,,,
PAB,,1.067612,,,,,,,,,,,,,,,,,,,,,,
PEN,,4.058467,,,,,,,,,,,,,,,,,,,,,,
PGK,,3.965675,,,,,,,,,,,,,,,,,,,,,,
PHP,,59.916702,,,,,,,,,,,,,,,,,,,,,,
PKR,,302.241212,,,,,,,,,,,,,,,,,,,,,,
PLN,,4.440236,,,,,,,,,,,,,,,,,,,,,,
PYG,,7947.348205,,,,,,,,,,,,,,,,,,,,,,
QAR,,3.900926,,,,,,,,,,,,,,,,,,,,,,
RON,,4.983482,,,,,,,,,,,,,,,,,,,,,,
RSD,,117.160391,,,,,,,,,,,,,,,,,,,,,,
RUB,,98.767779,,,,,,,,,,,,,,,,,,,,,,
RWF,,1312.692341,,,,,,,,,,,,,,,,,,,,,,
SAR,,4.019105,,,,,,,,,,,,,,,,,,,,,,
SBD,,8.970136,,,,,,,,,,,,,,,,,,,,,,
SCR,,14.209235,,,,,,,,,,,,,,,,,,,,,,
SDG,,642.345485,,,,,,,,,,,,,,,,,,,,,,
SEK,,11.677548,,,,,,,,,,,,,,,,,,,,,,
SGD,,1.458157,,,,,,,,,,,,,,,,,,,,,,
SHP,,1.303702,,,,,,,,,,,,,,,,,,,,,,
SLE,,23.678795,,,,,,,,,,,,,,,,,,,,,,
SLL,,21161.377332,,,,,,,,,,,,,,,,,,,,,,
SOS,,611.805236,,,,,,,,,,,,,,,,,,,,,,
SRD,,40.668956,,,,,,,,,,,,,,,,,,,,,,
STD,,22177.102714,,,,,,,,,,,,,,,,,,,,,,
SYP,,13930.916765,,,,,,,,,,,,,,,,,,,,,,
SZL,,20.005359,,,,,,,,,,,,,,,,,,,,,,
THB,,38.980188,,,,,,,,,,,,,,,,,,,,,,
TJS,,11.711739,,,,,,,,,,,,,,,,,,,,,,
TMT,,3.760832,,,,,,,,,,,,,,,,,,,,,,
TND,,3.383718,,,,,,,,,,,,,,,,,,,,,,
TOP,,2.563799,,,,,,,,,,,,,,,,,,,,,,
TRY,,30.599248,,,,,,,,,,,,,,,,,,,,,,
TTD,,7.252405,,,,,,,,,,,,,,,,,,,,,,
TWD,,34.673376,,,,,,,,,,,,,,,,,,,,,,
TZS,,2669.081098,,,,,,,,,,,,,,,,,,,,,,
UAH,,38.548838,,,,,,,,,,,,,,,,,,,,,,
UGX,,4024.66992,,,,,,,,,,,,,,,,,,,,,,
USD,,1.071462,,,,,,,,,,,,,,,,,,,,,,
UYU,,42.656502,,,,,,,,,,,,,,,,,,,,,,
UZS,,13099.925622,,,,,,,,,,,,,,,,,,,,,,
VEF,,3776516.870112,,,,,,,,,,,,,,,,,,,,,,
VES,,37.717375,,,,,,,,,,,,,,,,,,,,,,
VND,,26063.316191,,,,,,,,,,,,,,,,,,,,,,
VUV,,130.920897,,,,,,,,,,,,,,,,,,,,,,
WST,,2.990452,,,,,,,,,,,,,,,,,,,,,,
XAF,,655.903207,,,,,,,,,,,,,,,,,,,,,,
XAG,,0.048125,,,,,,,,,,,,,,,,,,,,,,
XAU,,0.000553,,,,,,,,,,,,,,,,,,,,,,
XCD,,2.89568,,,,,,,,,,,,,,,,,,,,,,
XDR,,0.812133,,,,,,,,,,,,,,,,,,,,,,
XOF,,655.903207,,,,,,,,,,,,,,,,,,,,,,
XPF,,120.37916,,,,,,,,,,,,,,,,,,,,,,
YER,,268.190822,,,,,,,,,,,,,,,,,,,,,,
ZAR,,20.063322,,,,,,,,,,,,,,,,,,,,,,
ZMK,,9644.448727,,,,,,,,,,,,,,,,,,,,,,
ZMW,,24.368001,,,,,,,,,,,,,,,,,,,,,,
ZWL,,345.010367,,,,,,,,,,,,,,,,,,,,,,
AED,,3.935525,,,,,,,,,,,,,,,,,,,,,,
AFN,,78.483563,,,,,,,,,,,,,,,,,,,,,,
ALL,,104.441434,,,,,,,,,,,,,,,,,,,,,,
AMD,,429.864745,,,,,,,,,,,,,,,,,,,,,,
ANG,,1.924142,,,,,,,,,,,,,,,,,,,,,,
AOA,,890.925022,,,,,,,,,,,,,,,,,,,,,,
ARS,,373.637656,,,,,,,,,,,,,,,,,,,,,,
AUD,,1.68445,,,,,,,,,,,,,,,,,,,,,,
AWG,,1.93131,,,,,,,,,,,,,,,,,,,,,,
AZN,,1.825739,,,,,,,,,,,,,,,,,,,,,,
BAM,,1.95564,,,,,,,,,,,,,,,,,,,,,,
BBD,,2.155623,,,,,,,,,,,,,,,,,,,,,,
BDT,,117.700347,,,,,,,,,,,,,,,,,,,,,,
BGN,,1.95564,,,,,,,,,,,,,,,,,,,,,,
BHD,,0.402467,,,,,,,,,,,,,,,,,,,,,,
BIF,,3033.251231,,,,,,,,,,,,,,,,,,,,,,
BMD,,1.071462,,,,,,,,,,,,,,,,,,,,,,
BND,,1.452281,,,,,,,,,,,,,,,,,,,,,,
BOB,,7.377395,,,,,,,,,,,,,,,,,,,,,,
BRL,,5.268068,,,,,,,,,,,,,,,,,,,,,,
BSD,,1.067612,,,,,,,,,,,,,,,,,,,,,,
BTC,,2.8935811e-05,,,,,,,,,,,,,,,,,,,,,,
BTN,,88.927907,,,,,,,,,,,,,,,,,,,,,,
BWP,,14.554806,,,,,,,,,,,,,,,,,,,,,,
BYN,,3.517312,,,,,,,,,,,,,,,,,,,,,,
BYR,,21000.65765,,,,,,,,,,,,,,,,,,,,,,
BZD,,2.152024,,,,,,,,,,,,,,,,,,,,,,
CAD,,1.478565,,,,,,,,,,,,,,,,,,,,,,
CDF,,2834.017708,,,,,,,,,,,,,,,,,,,,,,
CHF,,0.96741,,,,,,,,,,,,,,,,,,,,,,
CLF,,0.035519,,,,,,,,,,,,,,,,,,,,,,
CLP,,980.06962,,,,,,,,,,,,,,,,,,,,,,
CNY,,7.809999,,,,,,,,,,,,,,,,,,,,,,
COP,,4316.545982,,,,,,,,,,,,,,,,,,,,,,
CRC,,566.85351,,,,,,,,,,,,,,,,,,,,,,
CUC,,1.071462,,,,,,,,,,,,,,,,,,,,,,
CUP,,28.393746,,,,,,,,,,,,,,,,,,,,,,
CVE,,110.255957,,,,,,,,,,,,,,,,,,,,,,
CZK,,24.598096,,,,,,,,,,,,,,,,,,,,,,
DJF,,190.08441,,,,,,,,,,,,,,,,,,,,,,
DKK,,7.477524,,,,,,,,,,,,,,,,,,,,,,
DOP,,60.705021,,,,,,,,,,,,,,,,,,,,,,
DZD,,144.103581,,,,,,,,,,,,,,,,,,,,,,
EGP,,32.989194,,,,,,,,,,,,,,,,,,,,,,
ERN,,16.071932,,,,,,,,,,,,,,,,,,,,,,
ETB,,59.689805,,,,,,,,,,,,,,,,,,,,,,
EUR,,1.0,,,,,,,,,,,,,,,,,,,,,,
FJD,,2.440834,,,,,,,,,,,,,,,,,,,,,,
FKP,,0.87804,,,,,,,,,,,,,,,,,,,,,,
GBP,,0.876595,,,,,,,,,,,,,,,,,,,,,,
GEL,,2.887633,,,,,,,,,,,,,,,,,,,,,,
GGP,,0.87804,,,,,,,,,,,,,,,,,,,,,,
GHS,,12.746955,,,,,,,,,,,,,,,,,,,,,,
GIP,,0.87804,,,,,,,,,,,,,,,,,,,,,,
GMD,,72.082657,,,,,,,,,,,,,,,,,,,,,,
GNF,,9172.247746,,,,,,,,,,,,,,,,,,,,,,
GTQ,,8.354315,,,,,,,,,,,,,,,,,,,,,,
GYD,,223.361681,,,,,,,,,,,,,,,,,,,,,,
HKD,,8.367209,,,,,,,,,,,,,,,,,,,,,,
HNL,,26.372837,,,,,,,,,,,,,,,,,,,,,,
HRK,,7.681266,,,,,,,,,,,,,,,,,,,,,,
HTG,,141.648383,,,,,,,,,,,,,,,,,,,,,,
HUF,,378.365836,,,,,,,,,,,,,,,,,,,,,,
IDR,,16815.580163,,,,,,,,,,,,,,,,,,,,,,
ILS,,4.149002,,,,,,,,,,,,,,,,,,,,,,
IMP,,0.87804,,,,,,,,,,,,,,,,,,,,,,
INR,,89.251885,,,,,,,,,,,,,,,,,,,,,,
IQD,,1398.585296,,,,,,,,,,,,,,,,,,,,,,
IRR,,45282.67215,,,,,,,,,,,,,,,,,,,,,,
ISK,,152.308755,,,,,,,,,,,,,,,,,,,,,,
JEP,,0.87804,,,,,,,,,,,,,,,,,,,,,,
JMD,,166.456348,,,,,,,,,,,,,,,,,,,,,,
JOD,,0.759992,,,,,,,,,,,,,,,,,,,,,,
JPY,,162.353341,,,,,,,,,,,,,,,,,,,,,,
KES,,162.596665,,,,,,,,,,,,,,,,,,,,,,
KGS,,95.703409,,,,,,,,,,,,,,,,,,,,,,
KHR,,4401.639004,,,,,,,,,,,,,,,,,,,,,,
KMF,,494.483838,,,,,,,,,,,,,,,,,,,,,,
KPW,,964.319398,,,,,,,,,,,,,,,,,,,,,,
KRW,,1414.512565,,,,,,,,,,,,,,,,,,,,,,
KWD,,0.330804,,,,,,,,,,,,,,,,,,,,,,
KYD,,0.889727,,,,,,,,,,,,,,,,,,,,,,
KZT,,499.039072,,,,,,,,,,,,,,,,,,,,,,
LAK,,22158.182717,,,,,,,,,,,,,,,,,,,,,,
LBP,,16046.183987,,,,,,,,,,,,,,,,,,,,,,
LKR,,349.661323,,,,,,,,,,,,,,,,,,,,,,
LRD,,201.060277,,,,,,,,,,,,,,,,,,,,,,
LSL,,20.015321,,,,,,,,,,,,,,,,,,,,,,
LTL,,3.16375,,,,,,,,,,,,,,,,,,,,,,
LVL,,0.648117,,,,,,,,,,,,,,,,,,,,,,
LYD,,5.198574,,,,,,,,,,,,,,,,,,,,,,
MAD,,10.932503,,,,,,,,,,,,,,,,,,,,,,
